Unnamed: 0,ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor
12110.0,Prenzlau1806,Germany,53.3173433,13.8633409,818,Prenzlau,1806,"['Napoleonic', 'Prussian', 'Germany', 'Jena', 'Potsdam', 'French', 'Prussians']",Napoleonic Wars (4th Coalition),France,Prussia,,,2.0,Land,,No,,1,
12184.0,Puente Larga1812,Spain,40.5693138,-3.6029722,823,Puente Larga,1812,"['Napoleonic', 'Wellington', 'Madrid', 'French', 'French', 'Madrid']",Napoleonic Wars (Peninsula Campaign),France,United Kingdom,,,,Land,,No,,,
12200.0,Pulau Aur1804,Malaysia,2.3861854,104.4796173,824,Pulau Aur,1804,"['Napoleonic', 'French', 'British', 'China']",Napoleonic Wars (3rd Coalition),United Kingdom,France,,,,Sea,,No,,,
12204.0,Pulkkila1808,Finland,64.266667,25.8644783,824,Pulkkila,1808,"['Russian', 'Finland', 'Swedish', 'Swedish', 'Russian']",Napoleonic Wars (Russo-Swedish War),Sweden,Russia,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p566",,
12210.0,Pultusk1806,Poland,52.6974595,21.0852069,825,Pultusk,1806,"['Napoleonic', 'Prussians', 'Jena', 'Poland', 'Warsaw', 'French']",Napoleonic Wars                   (4th Coalition)  ,Russia,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p391",,
12286.0,Quatre Bras1815,Belgium,50.57116,4.4509413,831,Quatre Bras,1815,"['Brussels', 'Bluchers', 'Prussians']",Napoleonic Wars,United Kingdom,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
12304.0,Queetz1807,Poland,53.5998065,20.0169802,832,Queetz,1807,"['Napoleonic', 'Eylau', 'Russian', 'Russians', 'Russia']",Napoleonic Wars (4th Coalition),France,Russia,,,,Land,,No,https://www.meyersgaz.org/place/20530040,,
12334.0,Raab1809,Austria,47.6682834,17.6432274,835,Raab,1809,"['Napoleonic', 'Italy', 'Austria']",Napoleonic Wars (5th Coalition),France,Habsburg Empire,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p523",,
12436.0,Raszyn1809,Poland,52.1537625,20.9200851,841,Raszyn,1809,"['Napoleonic', 'Warsaw', 'Archduke', 'Ferdinand', 'Austria', 'Polish-French', 'Raszyn', 'Warsaw']",Napoleonic Wars (4th Coalition),Austria,"France, Duchy of Warsaw",Austria,"France, Duchy of Warsaw",3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p545",,
,Rattenberg1809,Austria,47.4387449,11.8877626,"Clodfelter, p158",Rattenberg,1809,,Napoleonic Wars (5th Coalition),Bavaria,Habsburg Empire,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p158",,
12506.0,Redhina1811,Portugal,40.0042091,-8.5847675,846,Redhina,1811,"['Napoleonic', 'French', 'Portugal', 'Redhina', 'Ney', 'Wellington']",Napoleonic Wars,France,"United Kingdom, Portugal",,,,Land,,No,,,
12516.0,Regensberg1809,Germany,49.0180791,12.0064179,847,Regensberg,1809,"['Napoleonic', 'Austrian', 'French', 'Austrian', 'Vienna']",Napoleonic Wars (5th Coalition),Austria,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p382",,
12518.0,"Reichenbach, Germany1813",Germany,51.1499733,14.7492224,847,"Reichenbach, Germany",1813,"['Germany', 'Prince Ludwig Wittgensteins', 'Russians', 'Saxony']",Napoleonic Wars,Russia,France,,,,Land,,No,,,
12546.0,Reunion1810,"Ile de Reunion, France",-21.115141,55.536384,849,Reunion,1810,"['Indian', 'Reunion', 'French', 'British']",Napoleonic Wars (5th Coalition),United Kingdom,France,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p548",,
12560.0,Revolax1808,Finland,64.7184127,24.9660551,850,Revolax,1808,"['Napoleonic', 'Russo', 'Swedish', 'Finland', 'Swedish', 'Russians', 'Ny-']",Napoleonic Wars (Russo-Swedish War),Sweden,Russia,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p566; Harbottle's Dictionary of Battles, George Bruce, 1979, p211",,
12562.0,Reynosa1808,Spain,42.9995287,-4.1392622,850,Reynosa,1808,"['Napoleonic', 'Spain', 'Joachim', 'Blake', 'Espinosa']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
12570.0,Rheims1814,France,49.258329,4.031696,851,Rheims,1814,"['French', 'Rheims', 'Russian', 'Rheims', 'French']",Napoleonic Wars,France,"Russia, Prussia",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p553; Harbottle's Dictionary of Battles, George Bruce, 1979, p211",,
,Rio Seco1808,Spain,37.9039667,-0.8478,"Harbottle's, p213",Rio Seco,1808,,Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p213",,
12662.0,Rippach1813,Germany,51.2265511,12.0644058,857,Rippach,1813,"['Napoleonic', 'French', 'French']",Napoleonic Wars,France,"Austria, Prussia, Russia",,,,Land,,No,,,
,Rocheserviere1815,France,46.9226706,-1.5366922,"Showalter, p558",Rochesviere,1815,,Napoleonic Wars (Hundred Days),Napoloenic Loyalists,Vendeen Monarchists,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p558",,
12710.0,Roda1812,Spain,42.8890227,-1.0593652,860,Roda,1812,"['Napoleonic', 'French', 'Ribagorzana']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
12724.0,Rolica1808,Portugal,39.3131016,-9.1836701,861,Rolica,1808,"['British', 'Portugal', 'French', 'Lisbon', 'French', 'Rolica']",Napoleonic Wars,"United Kingdom, Portugal",France,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p531",,
12728.0,Romanov1812,Russia,56.255966,43.3855535,861,Romanov,1812,"['Napoleonic', 'Russian', 'Russia', 'Polish', 'Minsk']",Napoleonic Wars,"France, Polish Legion",Russia,,,,Land,,No,,,
12748.0,Roncesvalles1813,Spain,43.0169504,-1.3035514,862,Roncesvalles,1813,"['French', 'Reille', 'British']",Napoleonic Wars,France,"United Kingdom, Portugal",,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
,Ronco1815,Italy,44.280983,11.4437739,"Showalter, p559",Ronco,1815,,Napoleonic Wars (100 Days Campaign),Habsburg Empire,Kingdom of Naples,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p559",,
12764.0,Rosas1808,Spain,42.2605204,3.2080991,864,Rosas,1808,"['Napoleonic', 'Spain', 'French', 'British', 'Barcelona']",Napoleonic Wars,France,"Spain, United Kingdom",,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p154",,
12768.0,Rosetta1807,Egypt,31.3939878,30.4148309,864,Rosetta,1807,"['Napoleonic', 'the Ottoman Empire', 'France', 'Britain', 'Egypt', 'British']",Napoleonic Wars (4th Coalition),Ottoman Empire,United Kingdom,,,,Land,,No,,,
12874.0,Saalfield1806,Germany,50.6492736,11.3661502,872,Saalfield,1806,"['Napoleonic', 'Prussians', 'Saalfield', 'French']",Napoleonic Wars (4th Coalition),France,"Prussia, Saxony",,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p518",,
12894.0,Sabugal1811,Portugal,40.3793416,-7.0498442,873,Sabugal,1811,"['Napoleonic', 'French', 'Portugal', 'Wellington', 'Sabugal', 'Ciudad']",Napoleonic Wars,United Kingdom,France,,,3.0,Land,,No,"Harbottle's Dicitionary of Battles, George Bruce, 1979, p219. Three British divisions vs one French corps",,
12902.0,Sacile1809,Italy,45.9540534,12.5089608,874,Sacile,1809,"['Austrian', 'Italy', 'French', 'Italian', 'Austria', 'Austrians']",Napoleonic Wars (5th Coalition),Draw,,"France, Kingdom of Italy",Austria,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p522",,
12924.0,Sagunto1811,Spain,39.6798633,-0.2784385,875,Sagunto,1811,"['Napoleonic', 'French', 'Valencia', 'San Fernando de Sagunto', 'Spanish', 'Joachim Blake']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p219",,
12930.0,Sahagun1808,Spain,42.3709599,-5.0299493,875,Sahagun,1808,"['Napoleonic', 'Spain', 'Portugal']",Napoleonic Wars,United Kingdom,France,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p534",,
12974.0,St Dizier (1st)1814,France,48.637692,4.947418,878,St Dizier (1st),1814,"['Napoleonic', 'French', 'Paris', 'Prussian', 'Austrian', 'Chalons', 'Russian']",Napoleonic Wars ,France,Russia,,,,Land,,No,,,
12976.0,St Dizier (2nd)1814,France,48.637692,4.947418,878,St Dizier (2nd),1814,"['Napoleonic', 'French', 'Paris', 'Vitry', 'Prussians']",Napoleonic Wars,Draw,,France,Prussia,,Land,,No,,,
12978.0,St Etienne1814,France,45.4242029,4.2964272,879,St Etienne,1814,"['British', 'German', 'Bayonne', 'France', 'German', 'French']",Napoleonic Wars,"United Kingdom, German Legion",France,,,,Land,,No,,,
13000.0,St Jean de Luz1813,France,43.3934257,-1.6687873,880,St Jean de Luz,1813,"['Napoleonic', 'French', 'Franco-Spanish']",Napoleonic Wars,United Kingdom,France,,,2.0,Land,,No,,,
13028.0,St Lucia1803,St. Lucia,13.7203536,-60.9580922,882,St Lucia,1803,"['Napoleonic', 'French', 'West Indian', 'France', 'British', 'Britain']",Napoleonic Wars (3rd Coalition),United Kingdom,France,,,1.0,Land ,,No,"Clodfelter, Warfare and Armed Conflict, p145",,
13040.0,St Michael-Leoben1809,Austria,47.3130637,14.9870952,883,St Michael-Leoben,1809,"['Napoleonic', 'Italy', 'Austrian']",Napoleonic Wars (5th Coalition),France,Habsburg Empire,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p158",,
13046.0,St Paul1809,Ile de Reunion,-21.0097,55.2697,883,St Paul,1809,"['Reunion', 'French', 'San Juan', 'Puerto Rico']",Napoleonic Wars (5th Coalition),United Kingdom,France,,,1.0,Land and Sea,,No,,,
13050.0,St Pierre dIrube1813,France,43.462856,-1.4622101,884,St Pierre dIrube,1813,"['Napoleonic', 'French']",Napoleonic Wars,United Kingdom,France,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p156",,
13060.0,St Thomas1807,Virgin Islands (U.S.),18.3353596,-64.9533931,884,St Thomas,1807,"['France', 'West Indian', 'St Thomas', 'Britain', 'Danish', 'Denmark']",Napoleonic Wars (4th Coalition),United Kingdom,Denmark,,,,Land and Sea,,No,,,
13090.0,"Salamanca, Spain1812",Spain,40.9701039,-5.6635397,886,"Salamanca, Spain",1812,"['Spain', 'Napoleonic', 'Wellington', 'French', 'Salamanca', 'Wellington', 'French', 'Wellington', 'Madrid']",Napoleonic Wars,United Kingdom,France,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
13092.0,"Salamanca Forts, Spain1812",Spain,40.9701039,-5.6635397,886,"Salamanca Forts, Spain",1812,"['Spain', 'Spain', 'Wellington']",Napoleonic Wars,"United Kingdom, Portugal",France,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
13124.0,"Salinas, Spain1812",Spain,42.986949,-2.5704737,888,"Salinas, Spain",1812,"['Salinas', 'Spain', 'Napoleonic']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
,Salmi1808,Finland,62.5882517,23.6223392,"Showalter, p567",Salmi,1808,,Napoleonic Wars (Russo-Swedish War),Russia,Sweden,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p567",,
,Sandomierz1809,Poland,50.6822405,21.7501781,"Clodfelter, p159",Sandomierz,1809,,Napoleonic Wars (5th Coalition),Habsburg Empire,Duchy of Warsaw,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p159",,
,San Germano1815,Italy,41.4802299,13.7728705,"Showalter, p560",San Germano,1815,,Napoleonic Wars (100 Days Campaign),Habsburg Empire,Kingdom of Naples,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p560",,
13302.0,San Marcial1813,Spain,43.3380021,-1.7915906,901,San Marcial,1813,"['San Marcial y 1813 y', 'San Sebastian']",Napoleonic Wars,Spain,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p543",,
13316.0,San Millan1813,Spain,42.3285933,-2.8671631,902,San Millan,1813,"['San Millan', 'Napoleonic', 'Vitoria', 'French', 'Ebro', 'San Millan de la Cogolla']",Napoleonic Wars,United Kingdom,France,,,,Land,,No,,,
13342.0,San Sebastian1813,Spain,43.3072873,-2.0089024,904,San Sebastian,1813,"['San Sebastian', 'Napoleonic', 'Vitoria', 'San Sebastian', 'French']",Napoleonic Wars,"United Kingdom, Spain",France,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p543",,
,Santa Maura1810,Greece,38.7064829,20.4969563,"Clodfelter, p147",Santa Maura,1810,,Napoleonic Wars (3rd Coalition),"United Kingdom, Corsican Irregulars","France, Greek irregulars",,,1.0,Land and Sea,,No,"Clodfelter, Warfare and Armed Conflict, p147",,
13380.0,Santander1812,Spain,43.4623057,-3.8099803,906,Santander,1812,"['Spain', 'British', 'French', 'Mendizabal']",Napoleonic Wars,"United Kingdom, Spain",France,,,,Land and Sea,,No,,,
13406.0,Santiago1809,Spain,42.8782132,-8.5448445,908,Santiago,1809,"['Napoleonic', 'Spanish', 'Santiago', 'Spanish', 'French']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
13418.0,Santo Domingo1802-1803,Dominican Republic,18.4731837,-69.8840168,909,Santo Domingo,1802-1803,"['Napoleonic', 'French', 'Dominican', 'French']",Napoleonic Wars (4th Coalition),United Kingdom,France,,,,Sea,,No,,,
13420.0,Santo Domingo1806,Dominican Republic,18.4731837,-69.8840168,909,Santo Domingo,1806,"['Napoleonic', 'France', 'Santo', 'Spanish', 'France', 'Spain', 'El Seibo    Province', 'Santo Domingo City']",Napoleonic Wars (5th Coalition),Spain,France,,,,Land,,No,,,
13422.0,Santo Domingo1809,Dominican Republic,18.4860575,-69.9312117,909,Santo Domingo,1809,[],Napoleonic Wars,Spain,France,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p544",,
13452.0,Saragossa (1st)1808,Spain,41.6488226,-0.8890853,911,Saragossa (1st),1808,"['Napoleonic', 'French', 'Spain', 'French', 'Baylen', 'Napoleonic', 'Tudela', 'French', 'Spanish', 'Spanish']",Napoleonic Wars,Spain,France,,,2.0,Land,,No,"The Field and the Forge, Landers, p402",,
13542.0,Savar1809,Sweden,63.900813,20.5519791,917,Savar,1809,"['Napoleonic', 'Russo', 'Russian', 'Swedes', 'Bothnia', 'Sweden', 'Umea', 'Swedish', 'Sweden']",Napoleonic War,Russia,Sweden,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p568",,
,Scapezzano1815,Italy,43.8588234,13.1315284,"Showalter, p560",Scapezzano,1815,,Napoleonic Wars (100 Days Campaign),Habsburg Empire,Kingdom of Naples,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p560",,
13572.0,Schleitz1806,Germany,50.5761665,11.8090005,919,Schleitz,1806,"['Prussian', 'Plauen', 'Schleitz', 'Prussian', 'Prussian']",Napoleonic Wars (4th Coalition),France,Prussia,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p517",,
13634.0,Sehested1813,Germany,54.3690009,9.8177177,923,Sehested,1813,"['Holstein', 'Russians', 'Swedes', 'French', 'Sweden', 'Danish', 'Norway', 'Sweden']",Napoleonic Wars,Denmark,"Sweden, Prussia, Russia",,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p552",,
13808.0,Shevardino1812,Russia,55.5068951,35.7950239,935,Shevardino,1812,"['Russian', 'French', 'Russia', 'Smolensk', 'Russians', 'Borodino']",Napoleonic Wars,France,Russia,,,3.0,Land,,No,,,
13918.0,Siikajoki1808,Finland,64.6645466,25.1023892,943,Siikajoki,1808,"['Napoleonic', 'Russo', 'Swedish', 'Russian', 'Finland', 'Oulu', 'Swedes', 'Russian', 'Ny-']",Napoleonic Wars,Sweden,Russia,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p566",,
14074.0,Smolensk1812,Russia,54.7903112,32.0503663,953,Smolensk,1812,"['Russian', 'Russia', 'Vitebsk', 'Russians', 'Smolensk', 'Russian', 'Smolensk']",Napoleonic Wars,France,Russia,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
14080.0,Smoliantsy1812,Belarus,54.4709425,30.0302711,954,Smoliantsy,1812,"['Napoleonic', 'Russian', 'French', 'Moscow', 'Smolensk', 'Russian', 'Smoliantsy', 'Smolyany']",Napoleonic Wars,Russia,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p529",,
14114.0,Soissons1814,France,49.376636,3.32342,956,Soissons,1814,"['French', 'Prussian', 'Paris', 'French']",Napoleonic Wars,Prussia,"France, Polish volunteers",,,3.0,Land,,No,,,
14166.0,Somosierra1808,Spain,41.1330027,-3.5824103,959,Somosierra,1808,"['Napoleonic', 'Mountains', 'Madrid', 'Spanish', 'Polish', 'Madrid']",Napoleonic Wars,"France, Polish Volunteers",Spain,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p533",,
14196.0,Sorauren1813,Spain,42.8674512,-1.6084006,961,Sorauren,1813,"['French', 'Roncesvalles', 'Wellington', 'France']",Napoleonic Wars,United Kingdom,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p543",,
14376.0,Stralsund1807,Germany,54.3090654,13.0770347,973,Stralsund,1807,"['Swedish', 'Pomerania', 'French', 'German', 'France']",Napoleonic Wars (4th Coalition),France,Sweden,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p520",,
14378.0,Stralsund1809,Germany,54.3090654,13.0770347,973,Stralsund,1809,"['Prussian', 'French', 'Berlin', 'Mecklenberg', 'Baltic', 'Stralsund', 'Dutch', 'Westphalian']",Napoleonic Wars (5th Coalition),"Netherlands, Westphalia",Prussian Rebels,,,1.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p159",,
14428.0,Sumbilla1813,Spain,43.1643779,-1.6706031,977,Sumbilla,1813,"['Napoleonic', 'French', 'French', 'France']",Napoleonic Wars,United Kingdom,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p543",,
14466.0,Surinam1804,Suriname,5.8797803,-55.1150677,979,Surinam,1804,"['Napoleonic', 'French', 'Holland', 'Britain', 'Dutch', 'South American']",Napoleonic Wars (3rd Coalition),United Kingdom,Netherlands,,,1.0,Land and Sea,,No,"Clodfelter, Warfare and Armed Conflict, p145",,
14490.0,Sveaborg1808,Finland,60.1454,24.9881401,981,Sveaborg,1808,"['Napoleonic', 'Russian', 'Swedish', 'Finland', 'Russian', 'Sveaborg', 'Swedish', 'Finland']",Napoleonic Wars,Russia,Sweden,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p190",,
14596.0,Tagliamento1805,Italy,46.041644,12.8466457,988,Tagliamento,1805,"['Tagliamento', 'Napoleonic', 'Austria', 'Italy', 'Caldiero', 'Austrians', 'Tagliamento']",Napoleonic Wars (3rd Coalition),France,Habsburg Empire,,,,Land,,No,,,
14634.0,Talavera la Reina1809,Spain,39.962884,-4.8304536,991,Talavera la Reina,1809,"['Napoleonic', 'British', 'Portugal', 'Spanish', 'Madrid', 'French']",Napoleonic Wars,"United Kingdom, Spain",France,,,3.0,Land,,No,"The Field and the Forge, Landers, p393",,
14654.0,Tamames1809,Spain,40.6572229,-6.1063204,992,Tamames,1809,['Spanish'],Napoleonic Wars,Spain,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p536",,
14730.0,Tarbes1814,France,43.232951,0.078082,997,Tarbes,1814,"['Napoleonic', 'Orthez', 'French', 'Wellington', 'Aire', 'Bordeaux', 'Spanish']",Napoleonic Wars,"United Kingdom, Spain",France,,,,Land,,No,,,
14734.0,Tarifa1811,Spain,36.0143209,-5.6044497,998,Tarifa,1811,[],Napoleonic Wars,"Spain, United Kingdom",France,,,,Land,,No,,,
14740.0,Tarontin1812,Russia,55.1206967,36.9244045,998,Tarontin,1812,"['Napoleonic', 'Russian', 'French', 'Vinkovo', 'Russian', 'French', 'Vinkovo']",Napoleonic Wars,Russia,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p529",,
14754.0,Tarragona1811,Spain,41.1188827,1.2444909,999,Tarragona,1811,"['Napoleonic', 'Figueras', 'Catalan', 'Spanish', 'French']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p542",,
14756.0,Tarragona1813,Spain,41.1188827,1.2444909,999,Tarragona,1813,"['Napoleonic', 'Marshal Louis', 'Valencia', 'Catalonia', 'French', 'Spanish', 'Alicante']",Napoleonic Wars,France,United Kingdom,,,,Land,,No,,,
15004.0,Tiebas1813,Spain,42.6940969,-1.6424679,1016,Tiebas,1813,"['Napoleonic', 'British', 'Spanish', 'Pamplona', 'Pyrenees', 'French', 'Tafalla']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
15096.0,Tolentino1815,Italy,43.2111776,13.286336,1023,Tolentino,1815,"['Austria', 'Ferrara', 'Italy', 'Macerata']",Napoleonic Wars,Habsburg Empire,Kingdom of Naples,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p560",,
15106.0,"Tolosa, Basque Country721",Spain,43.1347544,-2.0750946,1024,"Tolosa, Basque Country",721,"['Basque', 'British', 'Spain', 'French', 'Tolosa', 'San Sebastian', 'Tolosa', 'France', 'Roman Empire', 'Tolosa', 'France', 'Roman Empire', 'Tolosa', 'France']",Napoleonic Wars,France,"Spain, United Kingdom, Portugal",,,,Land,,No,,,
15138.0,Tordesillas1812,Spain,41.5015353,-4.9987459,1026,Tordesillas,1812,"['Wellington', 'Venta', 'Pozo', 'Villa', 'French', 'Wellington']",Napoleonic Wars,France,United Kingdom,,,,Land,,No,,,
15162.0,Torres Vedras1810,Portugal,39.0930258,-9.2980036,1027,Torres Vedras,1810,"['Napoleonic', 'British', 'Bussaco', 'Portugal', 'Lisbon', 'French', 'Massena', 'French', 'Spain']",Napoleonic Wars,United Kingdom,France,,,,Land,,No,,,
15170.0,Tortosa1810,Spain,40.8125777,0.5214423,1028,Tortosa,1810,"['Napoleonic', 'San Pedro']",Napoleonic Wars,France,Spain,,,,Land,,No,,,
15200.0,Toulouse1814,France,43.604652,1.444209,1030,Toulouse,1814,"['Orthez', 'French', 'Wellington', 'Spanish']",Napoleonic Wars,"United Kingdom, Spain",France,,,3.0,Land,,No,"The Field and the Forge, Landers, p392",,
15220.0,Trafalgar1805,Spain,36.2619913,-6.2464817,1031,Trafalgar,1805,"['Napoleonic', 'Britains', 'French']",Napoleonic Wars,United Kingdom,"France, Spain",,,3.0,Sea,,No,"Encyclopedia of Warfare, Showalter, 2014, p505",,
15256.0,Trepa1809,Spain,41.9706951,-7.3308627,1033,Trepa,1809,"['Napoleonic', 'French', 'Portugal', 'Spanish', 'Trepa', 'Verin']",Napoleonic War,France,Spain,,,,Land,,No,,,
15352.0,Troyes1814,France,48.2973451,4.0744009,1040,Troyes,1814,"['French', 'Paris']",Napoleonic Wars,France,Habsburg Empire,,,,Land,,No,,,
15382.0,Tudela (1st)1808,Spain,42.0613816,-1.6063169,1042,Tudela (1st),1808,"['Napoleonic', 'Bonapartes', 'Spain', 'Spanish', 'Lazans', 'Tudela', 'French']",Napoleonic War,France,Spain,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p153",,
15384.0,Tudela (2nd)1808,Spain,42.0613816,-1.6063169,1042,Tudela (2nd),1808,"['Napoleonic', 'Spain', 'Spanish', 'Tudela', 'French']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p533",,
15492.0,Ucles1809,Spain,39.9799887,-2.8633215,1049,Ucles,1809,"['Napoleonic', 'Tudela', 'Madrid', 'Ucles', 'French']",Napoleonic Wars,France,Spain,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p534",,
15532.0,Ulm1805,Germany,48.4010822,9.9876076,1052,Ulm,1805,"['Austrian', 'Bavaria', 'Stuttgart', 'Gunzburg']",Napoleonic Wars (3rd Coalition),France,Habsburg Empire,,,4.0,Land,ULM05,No,"Encyclopedia of Warfare, Showalter, 2014, p514; Dupuy and Dupuy, Encyclopedia of Military History, p747",,
15586.0,Usagre1811,Spain,38.3857137,-6.1739116,1055,Usagre,1811,"['Napoleonic', 'Badajoz', 'Llerena', 'British', 'Spanish', 'Portuguese', 'French']",Napoleonic Wars,"United Kingdom, Spain, Portugal",France,,,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p538",,
15630.0,"Valencia, Valencia1808",Spain,39.4699075,-0.3762881,1058,"Valencia, Valencia",1808,"['Napoleonic', 'Spanish', 'Catalonia', 'Valencia', 'Madrid']",Napoleonic Wars,Spain,France,,,2.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p531",,
15632.0,"Valencia, Valencia1811-1812",Spain,39.4699075,-0.3762881,1058,"Valencia, Valencia",1811-1812,"['Sagunto', 'French', 'Spanish']",Napoleonic Wars,France,Spain,,,3.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p155",,
15648.0,Valetta1798,Malta,35.8989085,14.5145528,1059,Valetta,1798,[],Napoleonic Wars,United Kingdom,France,,,3.0,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p262",,
15656.0,Valls1809,Spain,41.2854449,1.2494589,1060,Valls,1809,"['Napoleonic', 'Barcelona', 'Spanish', 'Valls', 'Tarragona', 'Spaniards']",Napoleonic Wars,France,Spain,,,2.0,Land,,No,"Clodfelter, Warfare and Armed Conflict, p153",,
15658.0,Valmaseda1808,Spain,43.1924561,-3.1986805,1060,Valmaseda,1808,"['Napoleonic', 'Spanish', 'Bilbao', 'Pancorbo', 'Valmaseda', 'French', 'Blake', 'Spanish', 'Blake']",Napoleonic Wars,Spain,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p533",,
15674.0,Valutino1812,Russia,54.806389,32.1536109,1061,Valutino,1812,"['Russian', 'Smolensk', 'Russian']",Napoleonic Wars,Draw,,France,Russia,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p527",,
15704.0,Vasa1808,Finland,63.095089,21.6164564,1063,Vasa,1808,"['Napoleonic', 'Swedish', 'Finland', 'Siikajoki', 'Swedish', 'Russian', 'Swedish', 'Swedes', 'Sweden']",Napoleonic Wars,Draw,,Sweden,Russia,1.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p566",,
15714.0,Vauchamps1814,France,48.881873,3.615049,1064,Vauchamps,1814,"['Napoleonic', 'French', 'Paris', 'Bluchers', 'Prussians', 'Austrians']",Napoleonic Wars,France,"Russia, Habsburg Empire",,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p555",,
15772.0,Venta del Pozo1812,Spain,42.144689,-4.0993899,1067,Venta del Pozo,1812,"['Venta', 'Pozo', 'Napoleonic', 'Wellington', 'von Bock', 'Venta', 'Pozo', 'French', 'Portugal']",Napoleonic Wars,France,United Kingdom,,,,Land,,No,,,
15780.0,Vera (1st)1813,Spain,43.2768158,-1.6904917,1068,Vera (1st),1813,"['Napoleonic', 'San Sebastian', 'Spanish', 'French', 'San Marcial', 'Clausel', 'San  ', 'Sebastian']",Napoleonic Wars,United Kingdom,France,,,3.0,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p542",,
